   With Jerk
   
   1.0000000e+00   1.0000000e+00   1.0520119e+02  -1.7509914e-01   5.1929659e-04   1.0956785e-07   3.4430570e+00   0.0000000e+00   6.5740708e-07   1.5000000e+01   3.4430570e+00   1.5610995e+01   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0474581e+02  -1.0666404e-01   1.0082513e-05   1.0174868e-06   3.4423737e+00   0.0000000e+00   6.1049206e-06   1.8000000e+01   3.4423737e+00   7.6870669e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0270073e+02   2.0287733e-01  -2.5081588e-03   5.7398337e-06   3.4783228e+00   0.0000000e+00   3.4439002e-05   2.0000000e+01   3.4783228e+00   6.0804324e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   9.4231878e+01   1.4887624e+00  -1.3519441e-02   2.6932735e-05   4.1541237e+00   0.0000000e+00   1.6159641e-04   1.6000000e+01   4.1541237e+00   6.1407439e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0371040e+02   5.0054904e-02  -1.2644234e-03   3.4070433e-06   3.4543692e+00   0.0000000e+00   2.0442260e-05   1.4000000e+01   3.4543692e+00   5.6889133e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0526691e+02  -1.8515579e-01   5.9579998e-04  -2.8609986e-08   3.4432567e+00   0.0000000e+00   0.0000000e+00   1.7000000e+01   3.4432567e+00   5.5779826e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   9.3672134e+01   1.5695531e+00  -1.3635387e-02   2.6614826e-05   4.1245775e+00   0.0000000e+00   1.5968895e-04   1.5000000e+01   4.1245775e+00   5.9619554e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0523684e+02  -1.8065054e-01   5.6552896e-04   2.1835862e-08   3.4430003e+00   0.0000000e+00   1.3101517e-07   2.1000000e+01   3.4430003e+00   6.8978719e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0582272e+02  -2.6887499e-01   1.2204020e-03  -1.1440413e-06   3.4470467e+00   0.0000000e+00   0.0000000e+00   1.7000000e+01   3.4470467e+00   7.2939012e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0639043e+02  -3.5486777e-01   1.9283893e-03  -2.4800028e-06   3.4521344e+00   0.0000000e+00   0.0000000e+00   1.4000000e+01   3.4521344e+00   5.9257527e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0669716e+02  -3.9053578e-01   7.3833691e-04   1.2155122e-06   3.5464343e+00   0.0000000e+00   7.2930730e-06   1.8000000e+01   3.5464343e+00   5.6765690e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0498402e+02  -1.4230867e-01   2.4335808e-04   6.3611798e-07   3.4438839e+00   0.0000000e+00   3.8167079e-06   1.4000000e+01   3.4438839e+00   5.7357357e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0556881e+02  -2.3058096e-01   9.2784582e-04  -6.1419665e-07   3.4452075e+00   0.0000000e+00   0.0000000e+00   1.8000000e+01   3.4452075e+00   5.7381759e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   9.0476604e+01   1.9709215e+00  -5.5746214e-03   2.9796942e-07   4.8695028e+00   0.0000000e+00   1.7878165e-06   1.6000000e+01   4.8695028e+00   5.6097254e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0446819e+02  -6.4680492e-02  -3.2628685e-04   1.6431370e-06   3.4440789e+00   0.0000000e+00   9.8588219e-06   1.5000000e+01   3.4440789e+00   6.2830693e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0313266e+02   1.3776598e-01  -2.0140173e-03   4.8483504e-06   3.4691186e+00   0.0000000e+00   2.9090102e-05   2.0000000e+01   3.4691186e+00   5.6686223e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0477405e+02  -1.1076387e-01   1.9377636e-05   1.0238489e-06   3.4433217e+00   0.0000000e+00   6.1430932e-06   1.7000000e+01   3.4433217e+00   5.8210194e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0434356e+02  -4.5801478e-02  -4.8197801e-04   1.9371764e-06   3.4453592e+00   0.0000000e+00   1.1623058e-05   2.3000000e+01   3.4453592e+00   6.5516376e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.1249079e+02  -1.2610541e+00   6.9359670e-03  -9.5319799e-06   3.7206144e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01   3.7206144e+00   6.2942251e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   9.1149011e+01   1.8685894e+00  -4.6658928e-03  -1.4814974e-06   4.8893731e+00   0.0000000e+00   0.0000000e+00   1.7000000e+01   4.8893731e+00   5.9576948e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
   1.0000000e+00   1.0000000e+00   1.0557489e+02  -2.3194644e-01   1.0003273e-03  -8.1081224e-07   3.4430330e+00   0.0000000e+00   0.0000000e+00   1.5000000e+01   3.4430330e+00   5.4635975e+00   7.5000000e+01   7.0000000e+00   1.0400000e+02   3.4900000e+02   1.1200000e+02
